ID No,District,Latitude,Longitude,"Season(SA = Summer Autumn, WS = Winter Spring)","Rice Crop Intensity(D=Double, T=Triple)",Date of Harvest,Field size (ha),Predicted Rice Yield (kg/ha)
1,Chau_Phu,10.542192,105.18792,WS,T,10-04-2022,1.4,7427.698
2,Chau_Thanh,10.400189,105.331053,SA,T,15-07-2022,1.32,6036.017
3,Chau_Phu,10.505489,105.203926,SA,D,14-07-2022,1.4,6435.1997
4,Chau_Phu,10.52352,105.138274,WS,D,10-04-2022,1.8,7475.824
5,Thoai_Son,10.29466,105.248528,SA,T,20-07-2022,2.2,6303.1543
6,Chau_Phu,10.633572,105.172813,WS,D,12-04-2022,2.5,7451.211
7,Chau_Thanh,10.434116,105.27315,SA,T,15-07-2022,2.2,6504.6846
8,Chau_Phu,10.61225,105.175364,SA,D,09-08-2022,4.0,7011.3623
9,Thoai_Son,10.268095,105.344826,WS,T,10-04-2022,1.5,7482.6953
10,Chau_Phu,10.523312,105.286299,WS,T,01-04-2022,3.0,6873.914
11,Chau_Phu,10.554634,105.1522,SA,D,04-07-2022,2.3,6972.1235
12,Chau_Phu,10.542998,105.261159,SA,D,14-07-2022,4.9,6344.489
13,Chau_Phu,10.473786,105.190479,SA,T,14-07-2022,1.7,6805.9585
14,Chau_Phu,10.52352,105.138274,SA,D,20-07-2022,1.8,6907.428
15,Chau_Thanh,10.371317,105.31009,SA,T,04-08-2022,2.0,6961.0923
16,Chau_Thanh,10.456905,105.186106,WS,T,26-03-2022,1.529,6976.6484
17,Chau_Phu,10.441423,105.115088,SA,D,20-07-2022,4.0,6128.196
18,Thoai_Son,10.227343,105.230821,SA,T,20-07-2022,1.8,6303.2266
19,Thoai_Son,10.279477,105.288145,SA,T,20-07-2022,2.0,5968.225
20,Thoai_Son,10.326776,105.33819,WS,T,12-04-2022,1.7,6684.075
21,Thoai_Son,10.293434,105.256309,WS,T,13-04-2022,2.3,7315.797
22,Chau_Thanh,10.405702,105.208668,SA,T,20-07-2022,1.32,5991.7964
23,Chau_Phu,10.56984,105.190938,WS,T,10-04-2022,2.3,7588.6123
24,Chau_Thanh,10.41636,105.142144,SA,T,26-07-2022,1.43,6273.339
25,Chau_Thanh,10.371317,105.31009,WS,T,10-04-2022,2.0,7375.329
26,Chau_Thanh,10.40097,105.348815,WS,T,25-03-2022,2.53,7093.8877
27,Chau_Phu,10.594603,105.175686,WS,D,12-04-2022,2.2,7384.296
28,Chau_Phu,10.514912,105.216308,SA,D,14-07-2022,2.0,6341.038
29,Thoai_Son,10.293434,105.256309,SA,T,20-07-2022,2.3,6763.0337
30,Chau_Phu,10.48194,105.151543,SA,D,14-07-2022,2.9,6728.673
31,Thoai_Son,10.238171,105.198793,SA,T,20-07-2022,3.6,6741.392
32,Thoai_Son,10.326776,105.33819,SA,T,20-07-2022,1.7,6108.0273
33,Chau_Thanh,10.421158,105.237197,WS,T,27-03-2022,1.76,7486.6123
34,Chau_Thanh,10.369692,105.29684,WS,T,10-04-2022,4.0,7029.7
35,Chau_Phu,10.473786,105.190479,WS,T,03-04-2022,1.7,6577.737
36,Thoai_Son,10.365734,105.267634,WS,T,12-04-2022,2.5,6864.6904
37,Thoai_Son,10.281814,105.114918,SA,T,25-07-2022,5.0,6121.2725
38,Chau_Thanh,10.411649,105.370659,SA,T,15-07-2022,1.43,6812.7236
39,Chau_Phu,10.477062,105.168941,WS,D,03-04-2022,3.4,7133.3984
40,Chau_Thanh,10.437524,105.202166,SA,D,20-07-2022,2.31,6284.475
41,Chau_Thanh,10.414613,105.125615,WS,T,27-03-2022,3.85,6591.426
42,Thoai_Son,10.28697,105.341571,SA,T,20-07-2022,1.78,6549.6055
43,Chau_Phu,10.64394,105.165296,SA,T,05-08-2022,1.4,6888.3735
44,Chau_Thanh,10.420981,105.295797,WS,T,25-03-2022,1.76,7287.822
45,Thoai_Son,10.340626,105.172116,SA,T,23-07-2022,3.0,5994.52
46,Chau_Phu,10.625193,105.181059,SA,D,09-08-2022,3.0,6350.0073
47,Chau_Phu,10.479304,105.102943,SA,D,20-07-2022,2.9,6467.9165
48,Chau_Thanh,10.392899,105.188514,WS,T,24-03-2022,1.43,6926.428
49,Chau_Thanh,10.426536,105.115181,SA,T,14-07-2022,1.43,6436.716
50,Chau_Phu,10.552114,105.091399,SA,D,05-08-2022,3.6,7344.1196
51,Chau_Phu,10.541934,105.247538,WS,T,10-04-2022,2.0,7034.2783
52,Thoai_Son,10.303437,105.381252,WS,T,28-03-2022,2.1,6968.958
53,Thoai_Son,10.368837,105.205763,SA,T,21-07-2022,2.3,6212.9033
54,Chau_Thanh,10.440557,105.250671,WS,T,27-03-2022,1.76,6715.2744
55,Chau_Thanh,10.430707,105.315671,SA,T,10-07-2022,1.54,7177.25
56,Chau_Thanh,10.378696,105.309113,WS,T,27-03-2022,1.32,6878.449
57,Thoai_Son,10.283467,105.267082,WS,T,20-04-2022,2.2,6729.0273
58,Chau_Thanh,10.436907,105.236241,WS,T,27-03-2022,1.375,7401.164
59,Chau_Thanh,10.387619,105.243467,SA,T,19-07-2022,1.3,6608.0713
60,Chau_Phu,10.482003,105.203866,SA,T,15-07-2022,3.0,5713.8506
61,Chau_Phu,10.545098,105.112895,SA,D,20-07-2022,3.6,6256.699
62,Thoai_Son,10.279477,105.288145,WS,T,10-04-2022,2.0,7175.9
63,Chau_Thanh,10.40466,105.311554,SA,T,17-07-2022,1.87,6374.9336
64,Thoai_Son,10.34489,105.243935,SA,T,23-07-2022,2.3,6571.6484
65,Chau_Phu,10.623506,105.132794,WS,T,10-04-2022,5.0,6866.996
66,Thoai_Son,10.303766,105.203102,WS,T,16-04-2022,2.2,6608.2397
67,Chau_Phu,10.656963,105.152679,WS,D,10-04-2022,3.0,6483.425
68,Thoai_Son,10.312202,105.330633,WS,T,10-04-2022,3.0,7223.203
69,Chau_Thanh,10.440335,105.22309,WS,D,27-03-2022,1.76,7162.1094
70,Thoai_Son,10.306886,105.290958,SA,T,20-07-2022,1.85,6216.5347
71,Chau_Thanh,10.392045,105.307085,SA,T,17-07-2022,1.43,6105.0923
72,Chau_Thanh,10.375619,105.124248,WS,T,24-03-2022,1.87,6800.6445
73,Thoai_Son,10.313955,105.243521,SA,T,20-07-2022,1.3,6600.322
74,Chau_Phu,10.592666,105.141217,SA,T,05-08-2022,2.8,6424.6675
75,Thoai_Son,10.266311,105.23555,WS,T,20-04-2022,1.5,6943.1494
76,Chau_Thanh,10.386546,105.19302,SA,T,14-07-2022,1.65,6012.7524
77,Thoai_Son,10.282365,105.276189,WS,T,10-04-2022,1.91,7540.6577
78,Thoai_Son,10.33791,105.357013,SA,T,20-07-2022,2.0,6099.0557
79,Thoai_Son,10.31856,105.374468,WS,D,28-03-2022,1.4,6783.4404
80,Chau_Thanh,10.429212,105.141436,WS,D,27-03-2022,1.21,7012.8306
81,Chau_Phu,10.474439,105.216928,SA,T,15-07-2022,7.0,6144.409
82,Chau_Thanh,10.443488,105.236111,WS,T,27-03-2022,1.65,7147.362
83,Chau_Thanh,10.409367,105.355252,WS,T,25-03-2022,2.42,6842.1665
84,Thoai_Son,10.292156,105.361294,SA,T,12-07-2022,2.3,6498.8374
85,Chau_Phu,10.469839,105.211568,WS,T,01-04-2022,4.0,7025.573
86,Thoai_Son,10.257436,105.217205,SA,T,22-07-2022,2.3,6606.8384
87,Chau_Phu,10.658291,105.127704,WS,T,10-04-2022,3.0,6985.849
88,Chau_Thanh,10.407982,105.123304,WS,D,27-03-2022,2.75,7219.5337
89,Thoai_Son,10.320684,105.272431,SA,T,20-07-2022,3.0,6323.8115
90,Chau_Phu,10.501648,105.096892,WS,T,10-04-2022,1.2,7152.742
91,Chau_Phu,10.490352,105.23065,WS,T,02-04-2022,4.0,7787.5537
92,Thoai_Son,10.34489,105.243935,WS,T,12-04-2022,2.3,7098.665
93,Chau_Thanh,10.440557,105.250671,SA,T,28-07-2022,1.76,6574.414
94,Thoai_Son,10.320371,105.259016,WS,T,13-04-2022,1.52,6880.486
95,Thoai_Son,10.250745,105.24539,WS,T,20-04-2022,3.0,7371.0244
96,Chau_Thanh,10.435839,105.132981,SA,D,26-07-2022,1.21,6729.3
97,Chau_Phu,10.529357,105.147388,WS,T,10-04-2022,2.0,6779.5186
98,Chau_Thanh,10.452537,105.205118,SA,T,20-07-2022,5.5,6310.966
99,Chau_Thanh,10.394341,105.126836,SA,T,14-07-2022,4.4,6030.4985
100,Chau_Phu,10.48065,105.130089,WS,T,10-04-2022,2.0,7329.811
